objid,specObjID,distance_arcmin,IAUName,dec,fuv_mag,nuv_mag,fuv_flux,nuv_flux,e_bv,isThereSpectrum,fuv_fwhm_world,nuv_fwhm_world,ra,dec1,objid1,band,id,img,nuv_flux1,nuv_fluxerr,nuv_mag1,nuv_magerr,fuv_flux1,fuv_fluxerr,fuv_mag1,fuv_magerr,nuv_skybg,fuv_skybg
6380802579079627827,0,5.24425940178107,GALEX J005424.9-282200,-28.3666998071794,22.02232,21.27307,5.637349,11.24014,0.01883356,False,0.002057801,0.003134221,13.6037837909162,-28.3666998071794,6380802579079627827,3,1075,449,11.24014,3.698138,21.27307,0.3573066,5.637349,2.634166,22.02232,0.5074556,0.001067903,0.0001225736
6380802579077530811,0,5.28078481166834,GALEX J005419.2-282007,-28.3354731466109,-999,22.70105,-999,3.017031,0.01937701,False,-99,0.0007775843,13.5803727552543,-28.3354731466109,6380802579077530811,1,1211,449,3.017031,1.515207,22.70105,0.5454087,-999,-999,-999,-999,0.00108295,0.0001209047
6380802579079627835,0,5.35771541826241,GALEX J005341.0-282134,-28.3596003106705,21.27458,20.62919,11.2246,20.33867,0.01948359,False,0.00349753,0.003878096,13.4208385151638,-28.3596003106705,6380802579079627835,3,1083,449,20.33867,4.297884,20.62919,0.2294891,11.2246,3.899515,21.27458,0.377285,0.00110054,0.0001207987
6380802579077530784,0,5.37364979809417,GALEX J005421.3-282028,-28.3413254642531,-999,22.51917,-999,3.567218,0.01937701,False,-99,0.001455848,13.5891176590454,-28.3413254642531,6380802579077530784,1,1184,449,3.567218,1.668586,22.51917,0.5079826,-999,-999,-999,-999,0.001079559,0.0001212756
6380802579079627899,0,5.39130823888358,GALEX J005344.0-282030,-28.3416892423669,21.99182,21.06824,5.797953,13.57383,0.01981502,False,0.001197233,0.004321721,13.4334344269863,-28.3416892423669,6380802579079627899,3,1147,449,13.57383,3.290601,21.06824,0.2632708,5.797953,2.512699,21.99182,0.4706474,0.001104567,0.0001211431
6380802579077530754,0,5.42229558844489,GALEX J005342.6-282050,-28.3474625810686,-999,22.08794,-999,5.306708,0.01948359,False,-99,0.003055485,13.4276482000321,-28.3474625810686,6380802579077530754,1,1154,449,5.306708,2.117974,22.08794,0.4334363,-999,-999,-999,-999,0.001104143,0.0001210636
6380802579077530308,0,5.42852841818228,GALEX J005418.9-282804,-28.4679989559156,-999,22.06491,-999,5.420435,0.01751631,False,-99,0.001423971,13.5788067786096,-28.4679989559156,6380802579077530308,1,708,449,5.420435,2.017915,22.06491,0.4042951,-999,-999,-999,-999,0.001054552,0.0001170105
6380802579077530370,0,5.45687296068129,GALEX J005424.5-282635,-28.4432090689629,-999,21.15274,-999,12.55755,0.01778331,False,-99,0.004960088,13.6023189744873,-28.4432090689629,6380802579077530370,1,770,449,12.55755,3.31995,21.15274,0.2871154,-999,-999,-999,-999,0.001056459,0.0001185735
6380802579079627345,0,5.48050371987105,GALEX J005359.9-282924,-28.490179617023,20.09382,19.92443,33.30223,38.92479,0.01671798,False,0.00370171,0.003670047,13.4997618048427,-28.490179617023,6380802579079627345,3,593,449,38.92479,4.728446,19.92443,0.1319235,33.30223,6.364304,20.09382,0.2075427,0.001050313,0.0001134078
6380802579077530263,0,5.53450980462596,GALEX J005415.6-282843,-28.4788086311883,-999,22.02813,-999,5.60721,0.01751631,False,-99,0.002286728,13.565122308223,-28.4788086311883,6380802579077530263,1,663,449,5.60721,3.186607,22.02813,0.6171795,-999,-999,-999,-999,0.001054128,0.0001163748
