,num,ra,dec,Rmag,redshift,ra_galex,dec_galex,fuv_mag,nuv_mag,fuv_magerr,nuv_magerr,fuv_flux,nuv_flux,fuv_fluxerr,nuv_fluxerr,angularsep
138,278,13.56471,-28.40548,21.88,0.8248,13.56971821002814,-28.40209234764428,,22.3652515,,0.5144485,,4.11053753,,1.94720066,20.00606569310295
139,279,13.55561,-28.39893,22.02,0.71882,13.56066262117981,-28.39448957366401,20.019392,19.9124088,0.1953644,0.126931176,35.6652222,39.3582954,6.41594362,4.600179,22.617762770610703
140,280,13.55951,-28.40734,22.76,0.49138,13.56067125777103,-28.41674777253328,,21.7004833,,0.357017577,,7.582391,,2.4926765,34.066997344037816
141,281,13.54861,-28.4008,22.93,0.28908,13.54047227358614,-28.39828638191474,,21.3266182,,0.315423965,,10.6992226,,3.10754251,27.31271885210615
142,282,13.55068,-28.40457,22.81,1.0997,13.54047227358614,-28.39828638191474,,21.3266182,,0.315423965,,10.6992226,,3.10754251,39.453754915894244
143,283,13.53389,-28.39621,22.31,0.63182,13.54047227358614,-28.39828638191474,,21.3266182,,0.315423965,,10.6992226,,3.10754251,22.14459962533226
144,287,13.52054,-28.40257,23.91,0.98032,13.52442935213248,-28.41510001695875,,22.173336,,0.472773343,,4.905293,,2.13544345,46.759054761166496
145,288,13.5192,-28.40365,0.0,0.68969,13.52442935213248,-28.41510001695875,,22.173336,,0.472773343,,4.905293,,2.13544345,44.421588956528346
146,291,13.51606,-28.43211,23.47,1.00245,13.51667761958675,-28.42778377828719,,22.1070976,,0.438837051,,5.21387529,,2.10685229,15.696656192092941
147,292,13.50005,-28.41411,23.42,0.99989,13.49267323055165,-28.41477545277933,,22.3088741,,0.45572567,,4.32962465,,1.81687009,23.479621351132717
148,294,13.46225,-28.3846,22.74,0.43689,13.46681263817007,-28.38150403593599,,22.7709923,,0.597627759,,2.82880378,,1.55669594,18.24971812013446
149,295,13.47064,-28.40457,22.34,0.76363,13.46480797793105,-28.40522079389358,,22.5718536,,0.582410932,,3.39827442,,1.82246053,18.615632218093847
150,296,13.48109,-28.41952,22.46,0.82181,13.48182104464175,-28.42102282521935,,22.8541584,,0.725942433,,2.620209,,1.7514925,5.884491115682331
151,297,13.46064,-28.3981,22.87,0.82223,13.46480797793105,-28.40522079389358,,22.5718536,,0.582410932,,3.39827442,,1.82246053,28.83315705456583
152,298,13.45826,-28.39708,22.85,0.64548,13.46480797793105,-28.40522079389358,,22.5718536,,0.582410932,,3.39827442,,1.82246053,35.90058855213834
153,301,13.46842,-28.42165,23.21,0.82204,13.47007472424303,-28.4199377095691,,22.2146263,,0.473498076,,4.72225475,,2.058912,8.089839850122502
154,302,13.47483,-28.43514,23.32,0.96868,13.47865029757815,-28.42809976675024,,21.70958,,0.341284245,,7.519138,,2.36294961,28.082591922988364
155,303,13.47605,-28.44647,23.57,0.6937,13.48616366268642,-28.45516498066955,,22.3513279,,0.5346645,,4.163598,,2.04984164,44.77246523243672
156,304,13.54897,-28.42511,0.0,-0.0002,13.5484394195987,-28.42241418307164,,22.0626373,,0.5254802,,5.43180847,,2.62827635,9.84924917547261
157,305,13.49828,-28.44296,22.78,0.42898,13.4930474484958,-28.44867373396324,,22.493885,,0.438474119,,3.65128541,,1.47421193,26.408951542967223
158,306,13.49233,-28.44914,21.67,0.84358,13.4930474484958,-28.44867373396324,,22.493885,,0.438474119,,3.65128541,,1.47421193,2.8239391933932345
159,307,13.54239,-28.43648,22.34,0.2922,13.54263680111339,-28.43550632389238,,21.8814335,,0.3986853,,6.418395,,2.35627985,3.5912499707617136
160,308,13.54824,-28.43737,22.23,0.77452,13.54263680111339,-28.43550632389238,,21.8814335,,0.3986853,,6.418395,,2.35627985,18.96420963194
161,309,13.5121,-28.45078,22.4,0.63843,13.4930474484958,-28.44867373396324,,22.493885,,0.438474119,,3.65128541,,1.47421193,60.78086886675385
162,313,13.51541,-28.46216,22.43,0.55905,13.5314230771042,-28.45601178312225,20.4228649,21.14517,0.252426177,0.2552243,24.59552,12.6453676,5.7169,2.97182775,55.30321624314527
163,315,13.49381,-28.47166,21.52,0.43526,13.49390625475212,-28.47286700836851,,22.47713,,0.5523269,,3.708066,,1.88587916,4.355893612470032
164,317,13.5485,-28.46065,22.52,0.82372,13.55015965250582,-28.45002015799509,21.8813114,,0.5069563,,6.41915369,,2.99652863,,38.62628110239904
165,318,13.55532,-28.46298,22.49,0.68151,13.55015965250582,-28.45002015799509,21.8813114,,0.5069563,,6.41915369,,2.99652863,,49.43164341957099
166,319,13.52622,-28.47446,22.78,0.43446,13.52886347182557,-28.48150453683729,,22.0675888,,0.429558635,,5.40709543,,2.13873339,26.704302989736938
167,321,13.47218,-28.38214,22.34,0.29288,13.46681263817007,-28.38150403593599,,22.7709923,,0.597627759,,2.82880378,,1.55669594,17.153401534941043
168,322,13.49444,-28.38793,22.73,0.2935,13.48829219623025,-28.37403328231525,,22.6296921,,0.543497264,,3.22197723,,1.61246407,53.684041284526394
169,323,13.6721,-28.35075,22.51,0.47625,13.67396905916601,-28.35435650457284,,21.9346371,,0.408034176,,6.11145163,,2.29620743,14.269997427385274
170,324,13.70106,-28.35907,21.73,0.67462,13.68892431726743,-28.36079530894925,,21.2397423,,0.278773636,,11.59052,,2.975259,38.94350789084481
171,325,13.68849,-28.3607,20.04,0.27305,13.68892431726743,-28.36079530894925,,21.2397423,,0.278773636,,11.59052,,2.975259,1.4180137159759572
172,326,13.65925,-28.36345,21.58,0.23782,13.65996215696251,-28.36347841553851,,22.07647,,0.463506758,,5.36305332,,2.288961,2.258307460168466
173,327,13.68553,-28.36552,22.19,0.72289,13.68892431726743,-28.36079530894925,,21.2397423,,0.278773636,,11.59052,,2.975259,20.12266092383743
