,num,ra,dec,Rmag,redshift,ID,KIDS_TILE,RAJ2000,DECJ2000,FLUX_RADIUS,CLASS_STAR,MAG_GAAP_u,MAG_GAAP_g,MAG_GAAP_r,MAG_GAAP_i,MAG_GAAP_Z,MAG_GAAP_Y,MAG_GAAP_J,MAG_GAAP_H,MAG_GAAP_Ks,MAGERR_GAAP_u,MAGERR_GAAP_g,MAGERR_GAAP_r,MAGERR_GAAP_i,MAGERR_GAAP_Z,MAGERR_GAAP_Y,MAGERR_GAAP_J,MAGERR_GAAP_H,MAGERR_GAAP_Ks,FLUX_GAAP_u,FLUXERR_GAAP_u,FLUX_GAAP_g,FLUXERR_GAAP_g,FLUX_GAAP_r,FLUXERR_GAAP_r,FLUX_GAAP_i,FLUXERR_GAAP_i,FLUX_GAAP_Z,FLUXERR_GAAP_Z,FLUX_GAAP_Y,FLUXERR_GAAP_Y,FLUX_GAAP_J,FLUXERR_GAAP_J,FLUX_GAAP_H,FLUXERR_GAAP_H,FLUX_GAAP_Ks,FLUXERR_GAAP_Ks,Z_B,Z_ML,EXTINCTION_u,EXTINCTION_g,EXTINCTION_r,EXTINCTION_i,angularsep
99,218,13.54348,-28.4349,21.27,0.438,KiDSDR4 J005410.441-282606.01 ,KIDS_13.5_-28.2 ,13.543507,-28.435003000000002,4.8211350440979,0.009808484464883804,23.2301082611084,22.731868743896484,21.867870330810547,21.94661521911621,21.353303909301758,21.356731414794922,21.067672729492188,21.40227699279785,20.717159271240234,0.3425108790397644,0.05178575590252876,0.028643956407904625,0.11731680482625961,0.07294599711894989,0.14459599554538727,0.09083390235900879,0.2534579932689667,0.15647000074386597,4.659799768269579e-10,1.4699999550948917e-10,7.505799870521912e-10,3.5799998382435305e-11,1.6678000092085199e-09,4.400000155890815e-11,1.7583999811776607e-09,1.9000000184288268e-10,2817.4931640625,189.2952880859375,2816.68603515625,375.1196594238281,3698.15869140625,309.3919677734375,2728.612060546875,636.9755859375,5140.6962890625,740.8472290039062,0.33999999999999997,0.33999999999999997,0.07381142675876617,0.05751337110996246,0.03978747874498367,0.029566360637545586,0.3805238236671185
100,221,13.49794,-28.46295,21.71,0.50376,KiDSDR4 J005359.510-282746.96 ,KIDS_13.5_-28.2 ,13.497959,-28.463045,2.109555959701538,0.8711398243904114,,23.389854431152344,21.903284072875977,21.28653907775879,21.007505416870117,20.760604858398438,20.445478439331055,20.124496459960938,20.026174545288086,,0.07884909212589264,0.0228335689753294,0.04969966411590576,0.0486873984336853,0.07644739747047424,0.04616570100188255,0.06942199915647507,0.07374639809131622,,,4.1034001196926795e-10,2.979999927377186e-11,1.6166999960987027e-09,3.400000073150444e-11,3.233199930008368e-09,1.4800000114334466e-10,3877.674560546875,173.88563537597656,4880.6748046875,343.6517028808594,6562.6015625,279.04290771484375,8855.5478515625,566.2240600585938,9716.6630859375,659.9840087890625,0.46,0.45,0.07079212367534637,0.05516073852777481,0.038159940391778946,0.02835693024098873,0.34724613197406906
101,222,13.48176,-28.46846,19.36,0.29452,KiDSDR4 J005355.629-282806.81 ,KIDS_13.5_-28.2 ,13.481788,-28.468561,4.694171905517578,0.02864615060389042,23.520572662353516,21.50047492980957,19.959962844848633,19.45311737060547,19.046049118041992,18.771848678588867,18.510696411132812,18.213062286376953,17.95585060119629,0.3653196692466736,0.016123641282320023,0.004158829338848591,0.009735865518450737,0.008319520391523838,0.01281339954584837,0.008228490129113197,0.012647000141441822,0.011550500057637691,3.536700099449064e-10,1.1900000429498903e-10,2.3299000506682432e-09,3.45999999484814e-11,9.633399855601965e-09,3.6900000416340006e-11,1.739699939662387e-08,1.560000045808252e-10,23628.3125,181.053466796875,30496.64453125,359.9090270996094,39008.13671875,295.6318664550781,51506.66015625,599.966796875,65420.08203125,695.964599609375,0.43000000000000005,0.43000000000000005,0.06829279661178589,0.05321327969431877,0.03681270033121109,0.027355780825018883,0.3742417697588047
102,223,13.51633,-28.46253,20.5,0.56082,KiDSDR4 J005403.924-282745.42 ,KIDS_13.5_-28.2 ,13.516354,-28.462619,5.861771106719971,0.018516959622502327,23.76642608642578,22.79743003845215,21.271610260009766,20.5269718170166,20.031583786010742,19.656230926513672,19.471298217773438,18.97968292236328,18.587697982788086,0.45580214262008667,0.05384019389748573,0.01371766533702612,0.026379328221082687,0.020804699510335922,0.029215099290013313,0.020054100081324577,0.025892099365592003,0.021012799814343452,2.81079992614508e-10,1.1799999866113353e-10,7.037900262574226e-10,3.4899999556969874e-11,2.873099980149618e-09,3.630000119936305e-11,6.461899904053325e-09,1.5699999633689288e-10,9523.439453125,182.4861602783203,13493.8974609375,363.0946960449219,16094.1962890625,297.2679138183594,25414.740234375,606.0772705078125,36550.81640625,707.387939453125,0.6699999999999999,0.6699999999999999,0.07186193019151688,0.05599433183670044,0.03873661905527115,0.02878545969724655,0.32928040025731414
103,226,13.5321,-28.46517,22.4,1.00453,KiDSDR4 J005407.708-282754.93 ,KIDS_13.5_-28.2 ,13.532119,-28.46526,3.5881459712982178,0.00952184945344925,23.035436630249023,23.2709903717041,22.67337989807129,22.240074157714844,21.456300735473633,21.507230758666992,20.8681640625,21.09532356262207,20.506423950195312,0.22737321257591248,0.08138453960418701,0.04983948543667793,0.14065824449062347,0.0759470984339714,0.1574060022830963,0.07071030139923096,0.177279993891716,0.12021099776029587,5.586899831655501e-10,1.1700000690506585e-10,4.5758999367429e-10,3.430000033999292e-11,7.951400093908489e-10,3.650000093835537e-11,1.343099964579153e-09,1.7399999496792162e-10,2564.13916015625,179.3612518310547,2453.31982421875,355.672607421875,4445.87060546875,289.5445251464844,3621.214111328125,591.2741088867188,6243.15576171875,691.234619140625,1.02,1.05,0.07147493213415146,0.05569278076291084,0.03852801024913788,0.028630439192056656,0.3295325847813881
104,227,13.53192,-28.46594,22.47,1.00404,KiDSDR4 J005407.667-282757.81 ,KIDS_13.5_-28.2 ,13.531946999999999,-28.466059,2.652090072631836,0.1572539061307907,22.902069091796875,22.81538963317871,22.73468589782715,22.03082275390625,22.22430992126465,22.028839111328125,21.54646873474121,21.510427474975586,23.020828247070312,0.20452186465263367,0.0519326850771904,0.050277601927518845,0.11133361607789993,0.14914299547672272,0.24562199413776398,0.12670700252056122,0.2489600032567978,1.16812002658844,6.317300016434046e-10,1.1900000429498903e-10,6.961899945423511e-10,3.330000164503133e-11,7.514999733615468e-10,3.4799999687473715e-11,1.62860003261045e-09,1.669999971642966e-10,1263.9957275390625,173.62921142578125,1517.505859375,343.2998046875,2380.334716796875,277.787841796875,2470.617919921875,566.5132446289062,616.075439453125,662.8240966796875,0.9,0.9,0.07143966853618622,0.055665310472249985,0.03850900009274483,0.028616320341825485,0.43683865610815337
105,231,13.5093,-28.37683,19.65,0.29279,KiDSDR4 J005402.242-282236.90 ,KIDS_13.5_-28.2 ,13.509343,-28.376917,3.822988986968994,0.028883330523967743,23.605674743652344,21.6220760345459,20.130184173583984,19.658161163330078,19.284337997436523,19.04248046875,18.802797317504883,18.490419387817383,18.356487274169922,0.3487447202205658,0.015285400673747063,0.003949769772589207,0.010217090137302876,0.010410400107502937,0.01488650031387806,0.009507830254733562,0.015161699615418911,0.0146465003490448,3.2378000280886e-10,1.0400000305388346e-10,2.066999904570821e-09,2.9100000187298747e-11,8.191600286977518e-09,2.979999927377186e-11,1.4345999943543575e-08,1.3499999729216228e-10,18917.19140625,181.3834686279297,23707.833984375,325.0569152832031,29757.58984375,260.5882568359375,39856.5,556.5751342773438,45202.7578125,609.7833862304688,0.41000000000000003,0.42000000000000004,0.07906229048967361,0.061604809015989304,0.04261792078614235,0.031669680029153824,0.34153256212181643
106,233,13.50526,-28.39335,20.91,0.63909,KiDSDR4 J005401.266-282336.45 ,KIDS_13.5_-28.2 ,13.505278,-28.393459,4.50432014465332,0.03098415955901146,24.239477157592773,23.146717071533203,21.633283615112305,20.811370849609375,20.196435928344727,19.99176788330078,19.65424346923828,19.206003189086914,19.010576248168945,0.7076325416564941,0.05956785008311272,0.015219860710203648,0.03193020075559616,0.023832200095057487,0.034776799380779266,0.020150000229477882,0.028501199558377266,0.025420399382710457,1.8104999444101821e-10,1.1799999866113353e-10,5.08529995890683e-10,2.7900000018621363e-11,2.0544999035365663e-09,2.880000057881027e-11,4.964499922266441e-09,1.4600000375342148e-10,8172.03125,179.37823486328125,9895.1767578125,316.9482421875,13588.9912109375,252.19627380371094,20624.091796875,541.3944702148438,24751.1640625,579.4995727539062,0.6699999999999999,0.6699999999999999,0.07638838142156601,0.05952131003141403,0.04117656126618385,0.030598599463701248,0.3965189836361997
107,234,13.55956,-28.41889,19.51,0.46605,KiDSDR4 J005414.303-282508.38 ,KIDS_13.5_-28.2 ,13.559597,-28.418996999999997,5.703833103179932,0.028591210022568703,24.171491622924805,22.04005241394043,20.331890106201172,19.591493606567383,19.146484375,18.92947769165039,18.544090270996094,18.22724151611328,17.891868591308594,0.699455976486206,0.02745770290493965,0.007193897385150194,0.011667697690427303,0.007805460132658482,0.01528829988092184,0.008846179582178593,0.01358960010111332,0.011487400159239769,1.9248000415750255e-10,1.2400000470869088e-10,1.4076999566015047e-09,3.559999864344299e-11,6.806700092454321e-09,4.51000001233659e-11,1.5260999575161804e-08,1.639999941405179e-10,21484.513671875,154.4541778564453,26313.6015625,370.5219421386719,37770.69140625,307.7417297363281,50790.8359375,635.7232055664062,69351.78125,733.7606811523438,0.5,0.49,0.07790564745664597,0.06070356070995331,0.04199444130063057,0.031206369400024414,0.4026198572984234
108,235,13.49913,-28.4367,21.0,0.29384,KiDSDR4 J005359.799-282612.41 ,KIDS_13.5_-28.2 ,13.499165999999999,-28.436783,3.438889980316162,0.03067501075565815,,22.63545036315918,21.386220932006836,20.936729431152344,20.652584075927734,20.37653160095215,20.255298614501953,19.960281372070312,19.855897903442383,,0.04507213458418846,0.01519154291599989,0.03870239481329918,0.03680659830570221,0.05660979822278023,0.04131700098514557,0.06391510367393494,0.06719669699668884,,,8.214299795916702e-10,3.41000006010006e-11,2.6014999043866283e-09,3.640000106885921e-11,4.460499969383136e-09,1.5899999372681606e-10,5375.36865234375,182.22557067871094,6950.42431640625,362.3916931152344,7817.37109375,297.4847106933594,10299.857421875,606.3321533203125,11365.85546875,703.4381713867188,0.49,0.48000000000000004,0.07186531275510788,0.055996958166360855,0.0387384407222271,0.028786810114979744,0.3197952210813537
109,236,13.56045,-28.42594,21.68,0.32076,KiDSDR4 J005414.520-282533.68 ,KIDS_13.5_-28.2 ,13.560502,-28.426025,2.583669900894165,0.17699790000915527,22.958606719970703,23.024457931518555,21.97655487060547,21.49770736694336,21.106313705444336,21.011234283447266,20.61508560180664,20.43453025817871,20.21119499206543,0.22547905147075653,0.06298301368951797,0.025068746879696846,0.061715103685855865,0.054516199976205826,0.09681829810142517,0.05463679879903793,0.09492839872837067,0.08930669724941254,5.970899885632264e-10,1.2400000470869088e-10,5.723200247054194e-10,3.319999830608822e-11,1.507200031447553e-09,3.4799999687473715e-11,2.6564999089373487e-09,1.5100000416712334e-10,3535.057373046875,177.49989318847656,3869.554443359375,345.0594177246094,5608.86865234375,282.25152587890625,6652.22705078125,581.619384765625,8191.169921875,673.760498046875,0.63,0.63,0.07613018900156021,0.059320129454135895,0.041037388145923615,0.030495179817080498,0.3474751465263102
110,237,13.56496,-28.42859,21.54,0.4364,KiDSDR4 J005415.601-282543.20 ,KIDS_13.5_-28.2 ,13.565005,-28.428667,3.841475009918213,0.01998320035636425,23.511646270751953,23.146060943603516,21.992490768432617,21.482454299926758,20.933679580688477,20.64809226989746,20.25022315979004,20.084453582763672,19.646610260009766,0.36912304162979126,0.07298210263252258,0.026752352714538574,0.07455042004585266,0.04788019880652428,0.07184360176324844,0.040907200425863266,0.07224609702825546,0.05558139830827713,3.588500052664756e-10,1.219999934409799e-10,5.117600232473762e-10,3.440000020948908e-11,1.485400025202921e-09,3.660000080785153e-11,2.6942998943013663e-09,1.8500000142918083e-10,4144.5009765625,182.7694549560547,5407.1630859375,357.7939453125,7849.615234375,295.7493896484375,9183.681640625,611.09228515625,13779.0029296875,705.3799438476562,0.73,0.72,0.0759081318974495,0.059147100895643234,0.040917690843343735,0.030406229197978973,0.31166646988147684
111,238,13.50912,-28.44559,21.65,0.29179,KiDSDR4 J005402.202-282644.55 ,KIDS_13.5_-28.2 ,13.509176,-28.44571,4.645752906799316,0.026006020605564117,,23.490957260131836,22.26790428161621,21.62532615661621,21.52967643737793,21.372722625732422,21.17689323425293,21.491680145263672,20.849796295166016,,0.0996914878487587,0.033656034618616104,0.0725170448422432,0.081912100315094,0.14073899388313293,0.09563650190830231,0.2596360146999359,0.1672849953174591,,,3.7355998849797345e-10,3.430000033999292e-11,1.1548999534483073e-09,3.5799998382435305e-11,2.36559993815888e-09,1.5800000197074837e-10,2396.399658203125,180.79354858398438,2776.60009765625,359.9173583984375,3345.2919921875,294.6683654785156,2513.507568359375,601.0636596679688,4550.31201171875,701.0894165039062,0.53,0.54,0.07189130783081055,0.05601722002029419,0.03875245898962021,0.028797229751944542,0.4669532692176404
112,240,13.55788,-28.44131,21.96,0.39638,KiDSDR4 J005413.895-282629.03 ,KIDS_13.5_-28.2 ,13.557897,-28.441398,3.3122899532318115,0.019464949145913124,23.2486629486084,23.379865646362305,22.51125717163086,22.369319915771484,21.89474868774414,22.790241241455078,21.740009307861328,21.306564331054688,21.225418090820312,0.3481517732143402,0.08770336955785751,0.041899409145116806,0.16217255592346191,0.11208300292491913,0.5015689730644226,0.15494200587272644,0.21312500536441803,0.22927899658679962,4.584299884147214e-10,1.4699999550948917e-10,4.1348000023866405e-10,3.340000151452749e-11,9.22500020816841e-10,3.559999864344299e-11,1.191699960934045e-09,1.780000036255558e-10,1711.5869140625,176.69088745117188,752.3091430664062,347.5381164550781,1991.2188720703125,284.1612548828125,2980.34619140625,585.0284423828125,3219.232421875,679.8167114257812,0.47000000000000003,0.29000000000000004,0.07299119234085083,0.05687424913048744,0.03934533894062042,0.02923779934644699,0.3213380299280015
113,242,13.53138,-28.45612,18.83,0.07474,KiDSDR4 J005407.543-282722.42 ,KIDS_13.5_-28.2 ,13.531431,-28.456229,9.088292121887207,0.027767499908804893,21.20148277282715,20.126476287841797,19.741050720214844,19.478246688842773,19.352157592773438,19.1986083984375,19.23418426513672,19.093273162841797,19.181991577148438,0.056400932371616364,0.006656106561422348,0.0051591843366622925,0.014710139483213425,0.013530800119042397,0.023871099576354027,0.020733999088406563,0.037543199956417084,0.04693879932165146,2.9838000958903876e-09,1.549999989469697e-10,8.237499571350781e-09,5.050000001505239e-11,1.1764000440450673e-08,5.5899999906738884e-11,1.697599927297233e-08,2.3000000515249752e-10,17805.7109375,221.8998260498047,20566.85546875,452.1844177246094,20023.2578125,382.3785095214844,22890.458984375,791.5194702148438,21142.67578125,914.0458984375,0.09,0.09,0.07195515930652618,0.05606697127223015,0.0387868694961071,0.028822800144553185,0.42430350131698
114,243,13.5569,-28.4516,21.71,0.60239,KiDSDR4 J005413.664-282706.05 ,KIDS_13.5_-28.2 ,13.556937,-28.451681,2.6455140113830566,0.07838629931211472,23.250919342041016,23.084440231323242,22.04823112487793,21.453184127807617,21.23824119567871,20.805992126464844,20.670774459838867,20.553466796875,20.18108558654785,0.3438200056552887,0.0767587199807167,0.03064144402742386,0.06972150504589081,0.06105469912290573,0.08055330067873001,0.05777189880609512,0.10612999647855759,0.08733709901571274,4.578900036911193e-10,1.4499999811956599e-10,5.431600169636397e-10,3.839999845878239e-11,1.4137999659880052e-09,3.989999997067173e-11,2.7719000428305662e-09,1.780000036255558e-10,3134.012451171875,176.23629760742188,4679.5556640625,347.187255859375,5331.80859375,283.7046813964844,5964.52392578125,583.0289306640625,8423.869140625,677.6201782226562,0.6599999999999999,0.6599999999999999,0.072015181183815,0.056113749742507935,0.03881923109292984,0.028846850618720055,0.31423842932943646
115,244,13.4975,-28.36183,23.07,0.44853,KiDSDR4 J005359.417-282142.87 ,KIDS_13.5_-28.2 ,13.497573,-28.36191,2.7186050415039062,0.8296204805374146,,24.821279525756836,23.370895385742188,22.94806671142578,22.29138946533203,22.59324836730957,22.03382110595703,21.449718475341797,21.433685302734375,,0.286087304353714,0.07775947451591492,0.21029020845890045,0.1645130068063736,0.39146000146865845,0.1863590031862259,0.22991199791431427,0.25021201372146606,,,1.0891999802087327e-10,2.870000070931411e-11,4.160899957916797e-10,2.979999927377186e-11,6.970100052683392e-10,1.3499999729216228e-10,1184.8994140625,179.538330078125,900.0829467773438,324.522705078125,1517.001953125,260.383056640625,2609.95849609375,552.6761474609375,2655.822998046875,612.0455322265625,0.49,0.49,0.08191317319869995,0.06382618844509125,0.044154658913612366,0.03281164914369583,0.36935453384942885
116,245,13.46711,-28.37125,23.37,0.58548,KiDSDR4 J005352.111-282216.75 ,KIDS_13.5_-28.2 ,13.467132,-28.371322,2.600403070449829,0.10088729858398438,24.237838745117188,24.334945678710938,23.333566665649414,22.814048767089844,23.425243377685547,22.775156021118164,22.402210235595703,23.34149169921875,,0.5842446684837341,0.18233251571655273,0.0749998465180397,0.18562883138656616,0.46699100732803345,0.46089500188827515,0.2606689929962158,1.305609941482544,,1.8342000140947334e-10,9.869999956224618e-11,1.7090000248298765e-10,2.870000070931411e-11,4.3139999905683624e-10,2.979999927377186e-11,7.89609988505191e-10,1.3499999729216228e-10,417.4199523925781,179.538330078125,761.8790893554688,323.41748046875,1081.094482421875,259.55462646484375,457.1718444824219,549.7539672851562,,,0.47000000000000003,0.5,0.0783810019493103,0.06107394024729729,0.04225067049264908,0.0313967801630497,0.26840440204149746
117,246,13.50533,-28.36714,21.94,0.68943,KiDSDR4 J005401.293-282201.94 ,KIDS_13.5_-28.2 ,13.50539,-28.367206,3.743618965148926,0.0004585935967043042,24.64232063293457,23.311105728149414,22.452533721923828,21.73357582092285,21.27382469177246,21.129295349121094,20.854677200317383,20.5688419342041,20.307235717773438,0.8318729996681213,0.07479806989431381,0.035911887884140015,0.0727248415350914,0.06711050122976303,0.10718700289726257,0.06735459715127945,0.10954300314188004,0.09484809637069702,1.262100007837219e-10,9.6700002172323e-11,4.383700069610086e-10,3.0199998751756496e-11,9.70490021678927e-10,3.209999974163047e-11,2.134900034533871e-09,1.430000007296428e-10,3026.51025390625,187.07176208496094,3468.126708984375,342.3831787109375,4495.82080078125,278.9021911621094,5875.767578125,592.8226928710938,7496.484375,654.8800048828125,0.7799999999999999,0.7799999999999999,0.07978249341249466,0.06216597929596901,0.04300612956285477,0.03195817023515701,0.30426579511112006
118,248,13.51192,-28.3685,22.15,0.95751,KiDSDR4 J005402.851-282206.50 ,KIDS_13.5_-28.2 ,13.511883000000001,-28.368474,3.0294759273529053,0.2548517882823944,23.290809631347656,23.28997802734375,22.81878089904785,22.283605575561523,21.853084564208984,21.444961547851562,21.396953582763672,21.09762954711914,21.062925338745117,0.24506311118602753,0.06996285915374756,0.04734428599476814,0.11395038664340973,0.11050199717283249,0.13717199862003326,0.10496799647808075,0.16867800056934357,0.1800069957971573,4.3817000028312236e-10,9.88999993012385e-11,4.469400127771195e-10,2.880000057881027e-11,6.925700013482583e-10,3.0199998751756496e-11,1.2862999554386079e-09,1.3499999729216228e-10,1775.197509765625,180.6722869873047,2592.8720703125,327.5837097167969,2728.12255859375,263.75286865234375,3610.489013671875,560.918212890625,3737.24658203125,619.6068725585938,1.01,1.03,0.07991907745599747,0.062272410839796066,0.04307975992560387,0.032012879848480225,0.1499924716288032
119,249,13.50411,-28.37266,23.22,0.07588,KiDSDR4 J005400.996-282221.83 ,KIDS_13.5_-28.2 ,13.504152,-28.372731,2.206528902053833,0.16210630536079407,,23.59880256652832,23.483020782470703,23.85201072692871,22.95650291442871,22.962862014770508,,22.44207191467285,22.345853805541992,,0.09230968356132507,0.08640576153993607,0.4794958829879761,0.30408599972724915,0.5497710108757019,,0.5754609704017639,0.5783270001411438,,,3.3638999918927937e-10,2.8600000839817952e-11,3.757099908963113e-10,2.989999914326802e-11,3.0342001133831786e-10,1.340000055360946e-10,642.5502319335938,179.96109008789062,640.7277221679688,324.43756103515625,,,1046.6578369140625,554.74853515625,1146.5255126953125,610.7074584960938,0.12000000000000001,2.7199999999999998,0.07952254265546799,0.06196342036128044,0.04286601021885872,0.031854040920734406,0.2881496752462298
120,250,13.51829,-28.3818,22.77,0.63175,KiDSDR4 J005404.397-282254.80 ,KIDS_13.5_-28.2 ,13.518321,-28.38189,2.1895411014556885,0.7904251217842102,23.425373077392578,23.67087173461914,23.01071548461914,22.417041778564453,22.4115047454834,22.770038604736328,21.661033630371094,22.032241821289062,21.15970230102539,0.2776826024055481,0.09894148260354996,0.056281913071870804,0.12975405156612396,0.18518699705600739,0.4631330072879791,0.13359400629997253,0.4000619947910309,0.19518600404262543,3.874799925362993e-10,9.909999904023081e-11,3.1493999075316026e-10,2.870000070931411e-11,5.806600200664036e-10,3.009999888226034e-11,1.1380000275451607e-09,1.3600000292601777e-10,1061.7322998046875,181.0924835205078,765.365478515625,326.47509765625,2139.521240234375,263.2567138671875,1526.7303466796875,562.5552368164062,3418.82666015625,614.6133422851562,0.76,0.76,0.0788402333855629,0.06143178045749664,0.04249821975827217,0.03158073127269745,0.33855045568347364
121,252,13.50599,-28.39657,21.81,0.29656,KiDSDR4 J005401.448-282347.77 ,KIDS_13.5_-28.2 ,13.506034,-28.396605,3.81608510017395,0.012719250284135342,24.488466262817383,23.436323165893555,22.24680519104004,21.77705955505371,21.479270935058594,21.560583114624023,21.193918228149414,20.782451629638672,20.926807403564453,0.8406755328178406,0.09285719692707062,0.03316706046462059,0.08404675126075745,0.08171629905700684,0.15872199833393097,0.09170070290565491,0.1342719942331314,0.16325899958610535,1.459399961989405e-10,1.1299999824743168e-10,3.9170000576405073e-10,3.350000138402365e-11,1.175200048386671e-09,3.5900001721378416e-11,2.05400008113088e-09,1.5899999372681606e-10,2507.593505859375,188.7301483154297,2333.172607421875,341.0819396972656,3291.392333984375,277.98931884765625,4828.1826171875,597.097900390625,4237.55615234375,637.1886596679688,0.51,0.52,0.07593504339456558,0.059168070554733276,0.040932200849056244,0.030417010188102722,0.18786129018753037
122,253,13.51902,-28.41399,23.29,0.7209,KiDSDR4 J005404.574-282450.61 ,KIDS_13.5_-28.2 ,13.51906,-28.414059,3.411375045776367,0.057449910789728165,23.848297119140625,24.012910842895508,23.387025833129883,23.05430030822754,22.685928344726562,23.995519638061523,22.332706451416016,22.516006469726562,22.12964630126953,0.4618399143218994,0.1512679159641266,0.08949245512485504,0.2570560574531555,0.1899390071630478,1.1842399835586548,0.2629530131816864,0.6315069794654846,0.3809159994125366,2.6329999291974104e-10,1.1199999955247009e-10,2.3040000463048216e-10,3.209999974163047e-11,4.1128001004864245e-10,3.3900000862008284e-11,6.335599822548943e-10,1.4999999853326784e-10,825.3574829101562,144.3882598876953,247.75634765625,270.2334289550781,1153.114013671875,279.27069091796875,978.1119384765625,568.908203125,1399.5384521484375,491.0096130371094,0.6799999999999999,0.7799999999999999,0.07541154325008392,0.058760158717632294,0.040650010108947754,0.030207309871912003,0.27882512031334494
123,258,13.51469,-28.43876,22.68,0.62766,KiDSDR4 J005403.537-282619.79 ,KIDS_13.5_-28.2 ,13.514739,-28.438831,2.623800039291382,0.03908621892333031,24.541093826293945,24.38141632080078,23.066387176513672,22.29349708557129,21.763214111328125,21.055896759033203,20.879446029663086,20.29288673400879,19.905332565307617,0.8798636198043823,0.2146376222372055,0.06652169674634933,0.1265842616558075,0.09782639890909195,0.0999763011932373,0.06845080107450485,0.0808802992105484,0.06604570150375366,1.394400012122432e-10,1.1299999824743168e-10,1.6439999361850255e-10,3.2499999219615106e-11,5.533000169144486e-10,3.3900000862008284e-11,1.2780000391288127e-09,1.4900000677720016e-10,1932.127685546875,174.08750915527344,3716.67626953125,342.23748779296875,4399.21484375,277.3506774902344,7581.46533203125,564.769775390625,10858.783203125,660.54296875,1.09,1.11,0.07277525216341019,0.05670598894357681,0.03922893851995468,0.0291513092815876,0.29898403534001894
124,259,13.51884,-28.43975,22.15,0.46659,KiDSDR4 J005404.533-282623.44 ,KIDS_13.5_-28.2 ,13.518888,-28.439845,3.2528209686279297,0.010042799636721611,23.482261657714844,23.531736373901367,22.439769744873047,22.145774841308594,21.644577026367188,22.197866439819336,21.682527542114258,21.76807403564453,21.241825103759766,0.2927834391593933,0.09089828282594681,0.03867672383785248,0.11345282942056656,0.08950749784708023,0.2945060133934021,0.1484069973230362,0.32662901282310486,0.23491999506950378,3.697200046115512e-10,9.969999825720777e-11,3.595299891134829e-10,3.009999888226034e-11,9.85330039782184e-10,3.509999929596219e-11,1.4641999834807962e-09,1.5300000155704652e-10,2155.138427734375,177.66847229003906,1298.2027587890625,352.1370544433594,2099.59619140625,286.98907470703125,1948.34912109375,586.1351318359375,3171.09619140625,686.1289672851562,0.44,0.45,0.07289349287748337,0.05679811164736748,0.03929267078638077,0.029198670759797096,0.37423472885674025
125,260,13.51171,-28.44719,22.9,0.83528,KiDSDR4 J005402.809-282650.31 ,KIDS_13.5_-28.2 ,13.511707,-28.44731,2.8977110385894775,0.07126252353191376,24.10783576965332,23.8616943359375,23.455827713012695,22.63493537902832,22.130491256713867,22.215036392211914,21.7970027923584,21.883983612060547,21.340099334716797,0.6159464120864868,0.1345362365245819,0.09433615952730179,0.17446589469909668,0.13680399954319,0.2913149893283844,0.15964700281620026,0.3504849970340729,0.24786600470542908,2.0800000610776692e-10,1.1799999866113353e-10,2.655100028725599e-10,3.289999869759974e-11,3.867099973575705e-10,3.3600001253519807e-11,9.334799599969301e-10,1.4999999853326784e-10,1377.993896484375,173.62921142578125,1278.162109375,342.9446105957031,1889.7745361328125,277.8724365234375,1751.35595703125,565.3532104492188,2896.839111328125,661.3272094726562,0.91,0.92,0.07184208929538727,0.055978868156671524,0.038725920021533966,0.028777509927749634,0.43210435472402486
126,261,13.51555,-28.44869,22.81,0.62748,KiDSDR4 J005403.737-282655.68 ,KIDS_13.5_-28.2 ,13.515574,-28.448802,3.0236339569091797,0.003987024072557688,,23.740907669067383,23.2777042388916,22.421823501586914,22.28937339782715,22.409719467163086,21.87059211730957,22.034677505493164,21.94699478149414,,0.12403605133295059,0.0831625685095787,0.1481548547744751,0.16229400038719177,0.35895100235939026,0.17693999409675598,0.41799700260162354,0.45027199387550354,,,2.967399936881776e-10,3.3900000862008284e-11,4.5563999795383836e-10,3.4899999556969874e-11,1.1359000406940822e-09,1.549999989469697e-10,1190.327880859375,177.92868041992188,1068.3382568359375,353.1993103027344,1765.9349365234375,287.78985595703125,1524.3167724609375,586.8461303710938,1656.360107421875,686.9180908203125,0.77,0.77,0.07190482318401337,0.05602775141596794,0.038759730756282806,0.028802640736103058,0.41029400620162193
127,262,13.48586,-28.46612,22.87,0.50304,KiDSDR4 J005356.615-282758.46 ,KIDS_13.5_-28.2 ,13.485899,-28.466239,2.0849668979644775,0.23041580617427826,24.17107582092285,23.849720001220703,23.08031463623047,22.320812225341797,22.366111755371094,21.910930633544922,21.61731719970703,21.419511795043945,21.56791877746582,0.6620678305625916,0.13276609778404236,0.06744442135095596,0.1261371225118637,0.16797100007534027,0.2168170064687729,0.13345299661159515,0.22435200214385986,0.29813599586486816,1.9679000096139987e-10,1.199999960510567e-10,2.690500044977284e-10,3.289999869759974e-11,5.473400066513534e-10,3.400000073150444e-11,1.2480999567188178e-09,1.4499999811956599e-10,1110.0611572265625,171.73377990722656,1692.551025390625,337.99481201171875,2230.886962890625,274.2099304199219,2687.164794921875,555.2656860351562,2348.9267578125,644.9994506835938,0.71,0.72,0.06875220686197281,0.05357126146554947,0.03706035017967224,0.0275398101657629,0.4458255271421256
