,num,ra,dec,Rmag,redshift,ra_galex,dec_galex,fuv_mag,nuv_mag,fuv_magerr,nuv_magerr,fuv_flux,nuv_flux,fuv_fluxerr,nuv_fluxerr,angularsep
233,391,13.62677,-28.46184,21.09,0.44763,13.6023189744873,-28.4432090689629,-999.0,21.15274,-999.0,0.2871154,-999.0,12.55755,-999.0,3.31995,102.41098949621254
234,392,13.57775,-28.50175,20.74,0.29331,13.565122308223,-28.4788086311883,-999.0,22.02813,-999.0,0.6171795,-999.0,5.60721,-999.0,3.186607,91.7457775063012
235,393,13.62908,-28.45436,0.0,0.73527,13.6023189744873,-28.4432090689629,-999.0,21.15274,-999.0,0.2871154,-999.0,12.55755,-999.0,3.31995,93.73686374138943
236,394,13.6391,-28.44239,0.0,0.80898,13.6023189744873,-28.4432090689629,-999.0,21.15274,-999.0,0.2871154,-999.0,12.55755,-999.0,3.31995,116.46601098721653
237,395,13.57914,-28.49002,22.08,0.80238,13.565122308223,-28.4788086311883,-999.0,22.02813,-999.0,0.6171795,-999.0,5.60721,-999.0,3.186607,59.96967485417208
238,396,13.57502,-28.49118,22.43,0.80188,13.565122308223,-28.4788086311883,-999.0,22.02813,-999.0,0.6171795,-999.0,5.60721,-999.0,3.186607,54.446000865775055
239,397,13.57247,-28.49085,22.35,0.47682,13.565122308223,-28.4788086311883,-999.0,22.02813,-999.0,0.6171795,-999.0,5.60721,-999.0,3.186607,49.19014747606016
240,398,13.57055,-28.48976,20.49,0.2937,13.565122308223,-28.4788086311883,-999.0,22.02813,-999.0,0.6171795,-999.0,5.60721,-999.0,3.186607,43.003301543696885
241,399,13.58484,-28.47373,20.63,0.33646,13.5788067786096,-28.4679989559156,-999.0,22.06491,-999.0,0.4042951,-999.0,5.420435,-999.0,2.017915,28.110590256430427
242,400,13.58792,-28.46857,22.74,0.33705,13.5788067786096,-28.4679989559156,-999.0,22.06491,-999.0,0.4042951,-999.0,5.420435,-999.0,2.017915,28.9137132005094
