,num,ra,dec,Rmag,redshift,ID,KIDS_TILE,RAJ2000,DECJ2000,FLUX_RADIUS,CLASS_STAR,MAG_GAAP_u,MAG_GAAP_g,MAG_GAAP_r,MAG_GAAP_i,MAG_GAAP_Z,MAG_GAAP_Y,Z_B,Z_ML,EXTINCTION_u,EXTINCTION_g,EXTINCTION_r,EXTINCTION_i,angularsep
27,68,13.54207,-28.39949,0.0,0.11682,KiDSDR4 J005410.184-282358.14 ,KIDS_13.5_-28.2 ,13.542437,-28.399485,2.5604939460754395,0.15592120587825775,23.717851638793945,22.896770477294922,22.4419002532959,22.203975677490234,21.8243408203125,22.105968475341797,0.72,0.73,0.07871899753808975,0.06133731082081795,0.04243287071585655,0.0315321683883667,1.1623366980680532
28,69,13.54207,-28.39949,0.0,0.82624,KiDSDR4 J005410.184-282358.14 ,KIDS_13.5_-28.2 ,13.542437,-28.399485,2.5604939460754395,0.15592120587825775,23.717851638793945,22.896770477294922,22.4419002532959,22.203975677490234,21.8243408203125,22.105968475341797,0.72,0.73,0.07871899753808975,0.06133731082081795,0.04243287071585655,0.0315321683883667,1.1623366980680532
29,70,13.52947,-28.37514,22.58,0.98172,KiDSDR4 J005407.084-282230.82 ,KIDS_13.5_-28.2 ,13.529519,-28.375228,2.031877040863037,0.9519106149673462,24.191434860229492,23.887218475341797,22.812101364135742,22.199872970581055,21.47745132446289,21.1816463470459,0.97,0.97,0.08036167919635773,0.06261727958917618,0.04331833869218826,0.032190170139074326,0.3527764811948992
30,71,13.53075,-28.41769,22.16,0.29381,KiDSDR4 J005407.396-282504.02 ,KIDS_13.5_-28.2 ,13.53082,-28.417783999999997,2.7977640628814697,0.24106550216674805,,24.209096908569336,22.732187271118164,22.294387817382812,21.978656768798828,21.522157669067383,0.49,0.49,0.07564626634120941,0.05894305929541588,0.04077653959393501,0.03030133992433548,0.4045198812164261
31,72,13.52818,-28.41987,23.71,1.0,KiDSDR4 J005406.770-282511.96 ,KIDS_13.5_-28.2 ,13.528212,-28.419989,2.2130300998687744,0.49031850695610046,24.44350814819336,24.6112117767334,24.682767868041992,,25.055063247680664,,1.52,1.63,0.07529131323099136,0.05866647884249687,0.04058520123362541,0.030159149318933487,0.4402176543958312
32,73,13.52497,-28.40487,22.46,0.63179,KiDSDR4 J005406.001-282417.90 ,KIDS_13.5_-28.2 ,13.525008,-28.404973,3.2973411083221436,0.005415402818471193,24.25421142578125,23.711023330688477,22.92622184753418,22.23379898071289,22.301254272460938,21.905197143554688,0.6699999999999999,0.6599999999999999,0.07666706293821335,0.059738460928201675,0.04132679104804993,0.03071022965013981,0.38983590089505316
33,77,13.50562,-28.43248,23.24,0.96342,KiDSDR4 J005401.356-282557.21 ,KIDS_13.5_-28.2 ,13.505654,-28.432558999999998,2.5255250930786133,0.12195239961147308,,23.92984962463379,23.54315948486328,22.664318084716797,22.279582977294922,22.095069885253906,0.9,0.91,0.07287746667861938,0.05678562819957733,0.03928403928875923,0.029192250221967697,0.3040869161133875
34,79,13.48659,-28.38827,24.79,0.29317,KiDSDR4 J005356.790-282318.23 ,KIDS_13.5_-28.2 ,13.486628,-28.388398000000002,1.6702690124511719,0.5751345157623291,24.4506778717041,24.75674819946289,25.0664005279541,24.014612197875977,,23.467439651489258,1.49,1.66,0.07650121301412582,0.05960923060774803,0.04123739153146744,0.030643800273537636,0.47625682439448686
35,80,13.49205,-28.40422,21.95,0.62787,KiDSDR4 J005358.104-282415.62 ,KIDS_13.5_-28.2 ,13.492103,-28.404339999999998,4.048631191253662,0.001884566037915647,23.40962028503418,23.23597526550293,22.706926345825195,22.488000869750977,22.083467483520508,22.07891273498535,0.69,0.7,0.07427147775888443,0.057871829718351364,0.04003546014428139,0.0297506395727396,0.4634554621227159
36,83,13.54474,-28.37028,23.13,0.628,KiDSDR4 J005410.745-282213.25 ,KIDS_13.5_-28.2 ,13.544775,-28.370348999999997,2.329000949859619,0.0764572024345398,23.545711517333984,23.966753005981445,23.456253051757812,22.869308471679688,23.818527221679688,22.904293060302734,0.63,0.63,0.08212496340274811,0.06399121135473251,0.04426882043480873,0.032896481454372406,0.27201837682395785
37,84,13.54516,-28.39761,23.32,1.046,KiDSDR4 J005410.849-282351.62 ,KIDS_13.5_-28.2 ,13.545207,-28.397672999999998,2.6030049324035645,0.001756960991770029,23.173654556274414,23.93194580078125,23.579072952270508,22.87188148498535,23.01532554626465,22.633270263671875,0.74,1.02,0.07910837978124619,0.06164070963859558,0.04264276102185249,0.0316881388425827,0.27127760922392125
38,85,13.53755,-28.38375,23.21,0.979,KiDSDR4 J005409.016-282301.75 ,KIDS_13.5_-28.2 ,13.53757,-28.38382,1.9046659469604492,0.6040477752685547,23.89840316772461,24.313077926635742,23.585773468017578,23.78890037536621,24.49120330810547,22.19908905029297,0.6,1.52,0.08019497990608215,0.062487389892339706,0.04322848096489906,0.0321233905851841,0.25983939514637405
39,86,13.53298,-28.3665,23.75,0.1265,KiDSDR4 J005407.927-282159.73 ,KIDS_13.5_-28.2 ,13.533033,-28.366593,2.210047960281372,0.42613691091537476,,24.11430549621582,23.84295654296875,23.0731258392334,24.12904930114746,23.188486099243164,0.64,0.08,0.08137845247983932,0.06340953707695007,0.04386642947793007,0.032597459852695465,0.3745371279876827
40,87,13.52876,-28.37394,23.12,1.102,KiDSDR4 J005406.914-282226.43 ,KIDS_13.5_-28.2 ,13.528811000000001,-28.374011,2.3339059352874756,0.055544350296258926,,24.032730102539062,23.515541076660156,22.759550094604492,22.225833892822266,22.632232666015625,0.9500000000000001,0.96,0.08042287826538086,0.06266496330499649,0.04335132986307144,0.0322146899998188,0.30236987503788537
41,89,13.52628,-28.40238,22.79,0.6879,KiDSDR4 J005406.313-282408.90 ,KIDS_13.5_-28.2 ,13.526308,-28.402473,2.5385539531707764,0.02120921015739441,23.63808822631836,23.849933624267578,23.085554122924805,22.58062171936035,22.1568546295166,21.973411560058594,0.8200000000000001,0.8600000000000001,0.07699987292289734,0.05999777838587761,0.04150618985295296,0.030843550339341164,0.3463420221761531
42,91,13.50394,-28.36725,23.17,0.688,KiDSDR4 J005400.960-282202.40 ,KIDS_13.5_-28.2 ,13.504003,-28.367334,2.5671730041503906,0.047736890614032745,23.587432861328125,24.78980255126953,23.44567108154297,23.226530075073242,22.30485725402832,22.06475067138672,1.07,1.11,0.0803474634885788,0.06260619312524796,0.04331066831946373,0.03218447044491768,0.3623151748754237
43,93,13.50662,-28.43862,23.46,0.2885,KiDSDR4 J005401.598-282619.29 ,KIDS_13.5_-28.2 ,13.506661000000001,-28.438692,2.054335117340088,0.13355520367622375,23.731571197509766,24.00249481201172,23.422452926635742,22.865510940551758,23.164535522460938,23.32180404663086,0.63,0.63,0.07236147671937943,0.05638356879353523,0.03900589048862457,0.028985559940338135,0.28987886444243477
44,96,13.48804,-28.40045,23.27,0.7741,KiDSDR4 J005357.133-282402.03 ,KIDS_13.5_-28.2 ,13.488055,-28.400564,2.5520238876342773,0.0030295299366116524,24.058286666870117,24.250682830810547,23.831388473510742,23.119844436645508,23.452739715576172,23.184803009033203,0.6699999999999999,0.8600000000000001,0.07470139116048813,0.058206818997859955,0.0402672104537487,0.02992285043001175,0.41313978939255963
45,97,13.4859,-28.42946,23.97,0.436,KiDSDR4 J005356.627-282546.49 ,KIDS_13.5_-28.2 ,13.485949999999999,-28.429583,1.9787009954452515,0.6611961722373962,,24.692169189453125,24.37248992919922,24.1250057220459,23.949047088623047,24.009984970092773,0.8,0.12000000000000001,0.07165631651878357,0.05583411082625389,0.03862578049302101,0.028703099116683006,0.47024290591417045
46,102,13.46641,-28.36623,23.61,0.5133,KiDSDR4 J005351.950-282158.71 ,KIDS_13.5_-28.2 ,13.466460999999999,-28.36631,2.326643943786621,0.09488484263420105,24.543622970581055,24.146974563598633,23.703529357910156,23.494346618652344,23.924312591552734,24.374956130981445,0.26,0.24000000000000002,0.07915695756673813,0.061678558588027954,0.04266894981265068,0.03170759975910187,0.33021806752200966
47,106,13.46003,-28.39164,22.89,0.6436,KiDSDR4 J005350.416-282330.15 ,KIDS_13.5_-28.2 ,13.460069,-28.391709,4.497125148773193,0.00016024080105125904,23.672996520996094,24.10443115234375,23.268056869506836,22.773609161376953,22.502548217773438,22.542783737182617,0.65,0.6799999999999999,0.07399476319551468,0.05765620991587639,0.03988629952073097,0.029639799147844315,0.27741280336067875
48,107,13.46054,-28.42475,23.33,1.022,KiDSDR4 J005350.525-282529.57 ,KIDS_13.5_-28.2 ,13.460522000000001,-28.424881,2.5402119159698486,0.17590680718421936,23.58109474182129,24.251371383666992,23.567625045776367,23.66468048095703,22.378232955932617,21.726818084716797,1.11,1.13,0.07035835832357407,0.05482275038957596,0.03792612999677658,0.02818318083882332,0.4750307123986466
49,109,13.45555,-28.41175,0.0,0.8266,KiDSDR4 J005349.344-282442.81 ,KIDS_13.5_-28.2 ,13.455601,-28.411893,1.8994890451431274,0.9782676100730896,22.98099708557129,21.50541114807129,20.793855667114258,20.46065902709961,20.20747184753418,20.18082046508789,0.01,0.01,0.07191043347120285,0.05603212118148804,0.038762759417295456,0.02880489081144333,0.5395336810009322
50,110,13.45114,-28.392,23.1,0.797,KiDSDR4 J005348.279-282331.55 ,KIDS_13.5_-28.2 ,13.451163000000001,-28.392098,1.9849519729614258,0.5126659274101257,23.584381103515625,24.03350830078125,23.542768478393555,23.4022274017334,22.622434616088867,22.423114776611328,0.7799999999999999,1.06,0.07270175963640213,0.05664872005581856,0.03918932005763054,0.029121870175004005,0.36024097343918504
51,111,13.45428,-28.44966,22.75,0.6096,KiDSDR4 J005349.027-282659.02 ,KIDS_13.5_-28.2 ,13.454282,-28.449730000000002,3.1175169944763184,0.0019614840857684612,23.418170928955078,24.15618324279785,23.39120101928711,23.227724075317383,22.944244384765625,22.1673583984375,0.58,0.55,0.06864338368177414,0.05348645895719528,0.037001680582761765,0.0274962205439806,0.2520795017401267
52,112,13.4549,-28.44951,22.51,0.8366,KiDSDR4 J005349.188-282658.58 ,KIDS_13.5_-28.2 ,13.454954,-28.449607999999998,2.7616400718688965,0.1166732981801033,24.15708351135254,23.870201110839844,23.27351188659668,22.870582580566406,22.278339385986328,22.915855407714844,0.7899999999999999,0.8,0.06865950673818588,0.05349903181195259,0.03701037913560867,0.02750268019735813,0.3920238915762901
53,113,13.45126,-28.43824,22.98,1.301,KiDSDR4 J005348.311-282617.93 ,KIDS_13.5_-28.2 ,13.451297,-28.438315,2.403027057647705,0.12739990651607513,23.42446517944336,23.90322494506836,23.24071502685547,23.20635986328125,21.993375778198242,21.82830047607422,1.12,1.1400000000000001,0.06887465715408325,0.05366666987538338,0.03712635114789009,0.0275888592004776,0.2943105443899983
